local_designation|ps1_designation|sherlock_distancempc|dec_psf|psf_inst_mag_sig|cal_psf_mag|sherlockClassification|detection_list_id|sherlock_object_id|filter|sherlock_tables|followup_flag_date|sherlock_specz|tns_name|ra_psf|id|target|ref|diff|mjd_obs
10AYSEara|||19.56054082517053|0.259981|20.6415|NT|POSSIBLE|15495610+1933379/1237665442070|r|2MASS/SDSS|2020-01-25|||237.48381977588636|1154956111193337800|1154956111193337800_58873.636_101953258_34_target|1154956111193337800_58873.636_101953258_34_ref|1154956111193337800_58873.636_101953258_34_diff|58873.6361785359
10AYSEaqz||991.528644|16.715694584154974|0.276886|20.7735|SN|POSSIBLE|1237665428109525766|r|SDSS DR12 PhotoObjAll Table|2020-01-25|||242.2798364103973|1160907161164256400|1160907161164256400_58873.637_101953483_212_target|1160907161164256400_58873.637_101953483_212_ref|1160907161164256400_58873.637_101953483_212_diff|58873.6374729982
10AYSEaqu||1091.44|19.36592334883732|0.110302|20.1209|SN|POSSIBLE|SDSSJ160944.79+192158.8/160944|r|GLADE/2MASS|2020-01-25|0.219205669603||242.4421635894646|1160946131192157300|1160946131192157300_58873.637_101953532_194_target|1160946131192157300_58873.637_101953532_194_ref|1160946131192157300_58873.637_101953532_194_diff|58873.6379059651
10AYSEaqw|||18.37667548012887|0.253301|20.5137|ORPHAN|POSSIBLE||r||2020-01-25|||243.90750345296294|1161537801182236000|1161537801182236000_58873.637_101953512_132_target|1161537801182236000_58873.637_101953512_132_ref|1161537801182236000_58873.637_101953512_132_diff|58873.6374729982
10AYSEaqq|||20.0266475240659|0.27307|20.5959|ORPHAN|POSSIBLE||r||2020-01-25|||239.10416237559696|1155624991200135800|1155624991200135800_58873.637_101953382_172_target|1155624991200135800_58873.637_101953382_172_ref|1155624991200135800_58873.637_101953382_172_diff|58873.6370377592
10AYSEarb|||20.8620460010783|0.282909|20.3989|NT|POSSIBLE|15514141+2051430/N5SA006120/12|i|2MASS/GSC/SDSS|2020-01-25|||237.92291568013334|1155141491205143400|1155141491205143400_58873.636_101953302_32_target|1155141491205143400_58873.636_101953302_32_ref|1155141491205143400_58873.636_101953302_32_diff|58875.6317463959
10AYSEaqv|||20.331616182815807|0.19734|20.4384|ORPHAN|POSSIBLE||r||2020-01-25|||239.74413064148206|1155858591201953900|1155858591201953900_58873.637_101953380_203_target|1155858591201953900_58873.637_101953380_203_ref|1155858591201953900_58873.637_101953380_203_diff|58873.6370377592
10AYSEaqs|||20.370975030416524|0.213722|20.4661|ORPHAN|POSSIBLE||r||2020-01-25|||239.78155151633922|1155907581202215400|1155907581202215400_58873.637_101953380_191_target|1155907581202215400_58873.637_101953380_191_ref|1155907581202215400_58873.637_101953380_191_diff|58873.6370377592
10AYSEaqr|||20.32535731757462|0.212989|20.6458|ORPHAN|POSSIBLE||r||2020-01-25|||236.06375148911732|1154415291201931200|1154415291201931200_58873.636_101953268_227_target|1154415291201931200_58873.636_101953268_227_ref|1154415291201931200_58873.636_101953268_227_diff|58873.6361785359
10AYSEark||3500.854515|38.88879935272802|0.19602|21.0644|NT|POSSIBLE|1237661871878045882/N6A5010353|r|SDSS/GSC|2020-01-25|||219.16791129534076|1143640301385319600|1143640301385319600_58873.623_101952660_312_target|1143640301385319600_58873.623_101952660_312_ref|1143640301385319600_58873.623_101952660_312_diff|58873.6235722439
10AYSEary||5181.787409|38.650306745819854|0.137698|20.7942|SN|POSSIBLE|1237661850944733483|r|SDSS DR12 PhotoObjAll Table|2020-01-25|||221.72827707818897|1144654771383901100|1144654771383901100_58873.623_101952647_157_target|1144654771383901100_58873.623_101952647_157_ref|1144654771383901100_58873.623_101952647_157_diff|58873.6235722439
10AYSEarg||686.087418|11.289465085075037|0.158604|21.0827|NT|POSSIBLE|1237661948639379626|r|SDSS DR12 PhotoObjAll Table|2020-01-25|||174.34092103337642|1113721831111722100|1113721831111722100_58873.610_101951447_184_target|1113721831111722100_58873.610_101951447_184_ref|1113721831111722100_58873.610_101951447_184_diff|58873.6104156156
10AYSEash||1908.372088|47.9899140156308|0.162077|20.909|SN|POSSIBLE|1237654653104685098|r|SDSS DR12 PhotoObjAll Table|2020-01-25|||134.3882782228366|1085733191475923700|1085733191475923700_58873.402_101926958_236_target|1085733191475923700_58873.402_101926958_236_ref|1085733191475923700_58873.402_101926958_236_diff|58873.4027086234
10AYSEasj|||48.00322769535299|0.120689|20.4893|ORPHAN|POSSIBLE||r||2020-01-25|||128.1846395025232|1083244321480011600|1083244321480011600_58873.400_101926733_229_target|1083244321480011600_58873.400_101926733_229_ref|1083244321480011600_58873.400_101926733_229_diff|58873.4009613489
10AYSEasf|||48.66784487428704|0.165973|20.4927|ORPHAN|POSSIBLE||r||2020-01-25|||127.63919351992608|1083033391484004200|1083033391484004200_58873.400_101926740_251_target|1083033391484004200_58873.400_101926740_251_ref|1083033391484004200_58873.400_101926740_251_diff|58873.4009613489
10AYSEasb|||16.074532464695707|0.1915|20.5685|ORPHAN|POSSIBLE||r||2020-01-25|||184.67061481532102|1121840951160428300|1121840951160428300_58873.558_101945524_150_target|1121840951160428300_58873.558_101945524_150_ref|1121840951160428300_58873.558_101945524_150_diff|58873.5586152435
10AYSEasc|||20.281901947496536|0.182943|20.3903|ORPHAN|POSSIBLE||r||2020-01-25|||185.31815222687356|1122116351201654900|1122116351201654900_58873.559_101945580_107_target|1122116351201654900_58873.559_101945580_107_ref|1122116351201654900_58873.559_101945580_107_diff|58873.5590932133
10AYSEasd|||21.35800442739807|0.169443|20.3936|ORPHAN|POSSIBLE||r||2020-01-25|||181.14601239511228|1120435041212128800|1120435041212128800_58873.558_101945483_104_target|1120435041212128800_58873.558_101945483_104_ref|1120435041212128800_58873.558_101945483_104_diff|58873.5581465052
10AYSEasa|||19.540438735573492|0.0999726|19.8825|ORPHAN|POSSIBLE||r||2020-01-25|||181.0421183853923|1120410111193225600|1120410111193225600_58873.558_101945453_78_target|1120410111193225600_58873.558_101945453_78_ref|1120410111193225600_58873.558_101945453_78_diff|58873.5581465052
10AYSEarn|||11.459084384728563|0.0565974|19.9402|ORPHAN|POSSIBLE||r||2020-01-25|||170.61491864173195|1112227571112732600|1112227571112732600_58873.609_101951333_126_target|1112227571112732600_58873.609_101951333_126_ref|1112227571112732600_58873.609_101951333_126_diff|58873.6095074642
10AYSEarf|||11.518548045949391|0.0922447|20.53|ORPHAN|POSSIBLE||r||2020-01-25|||170.5927434776541|1112222251113106600|1112222251113106600_58873.609_101951333_163_target|1112222251113106600_58873.609_101951333_163_ref|1112222251113106600_58873.609_101951333_163_diff|58873.6095074642
10AYSEarp|||10.804442235675074|0.161877|21.1256|ORPHAN|POSSIBLE||r||2020-01-25|||173.80227238608404|1113512531104815700|1113512531104815700_58873.610_101951441_254_target|1113512531104815700_58873.610_101951441_254_ref|1113512531104815700_58873.610_101951441_254_diff|58873.6104156156
10AYSEarj|||10.506397837079009|0.0838675|20.6407|ORPHAN|POSSIBLE||r||2020-01-25|||170.4564275214579|1112149551103023000|1112149551103023000_58873.609_101951319_173_target|1112149551103023000_58873.609_101951319_173_ref|1112149551103023000_58873.609_101951319_173_diff|58873.6095074642
10AYSEarh|||11.956186761582824|0.178081|20.9419|ORPHAN|POSSIBLE||r||2020-01-25|||170.7769214955308|1112306451115722400|1112306451115722400_58873.609_101951345_157_target|1112306451115722400_58873.609_101951345_157_ref|1112306451115722400_58873.609_101951345_157_diff|58873.6099423826
10AYSEasl||158.7965762|11.385468887578938|0.104963|20.7844|SN|POSSIBLE|1237661948639117418/SDSSJ11345|r|SDSS/GLADE|2020-01-25|0.0360821||173.72466866046364|1113453901112307600|1113453901112307600_58873.610_101951448_178_target|1113453901112307600_58873.610_101951448_178_ref|1113453901112307600_58873.610_101951448_178_diff|58873.6104156156
10AYSEarm|||12.115199755381246|0.108603|20.8719|ORPHAN|POSSIBLE||r||2020-01-25|||173.8150853379312|1113515621120654500|1113515621120654500_58873.610_101951457_282_target|1113515621120654500_58873.610_101951457_282_ref|1113515621120654500_58873.610_101951457_282_diff|58873.610861295
10AYSEarq|||14.62203982034673|0.0798685|20.475|ORPHAN|POSSIBLE||r||2020-01-25|||170.56952455759978|1112216681143719400|1112216681143719400_58873.609_101951397_124_target|1112216681143719400_58873.609_101951397_124_ref|1112216681143719400_58873.609_101951397_124_diff|58873.6099423826
10AYSEare||4621.075293|30.978698557373484|0.128892|20.9574|SN|POSSIBLE|1237665227313381961|r|SDSS DR12 PhotoObjAll Table|2020-01-25|||206.24227527917063|1134458141305843200|1134458141305843200_58873.616_101951970_216_target|1134458141305843200_58873.616_101951970_216_ref|1134458141305843200_58873.616_101951970_216_diff|58873.6167438114
10AYSEarz|||34.731873241296135|0.0795264|20.3195|ORPHAN|POSSIBLE||r||2020-01-25|||202.33076722183796|1132919371344354700|1132919371344354700_58873.616_101951935_164_target|1132919371344354700_58873.616_101951935_164_ref|1132919371344354700_58873.616_101951935_164_diff|58873.6162516847
10AYSEart|||35.738280835084325|0.171451|21.1576|ORPHAN|POSSIBLE||r||2020-01-25|||202.12145781180925|1132829131354417800|1132829131354417800_58873.616_101951952_196_target|1132829131354417800_58873.616_101951952_196_ref|1132829131354417800_58873.616_101951952_196_diff|58873.6162516847
10AYSEaru|||37.66926473455675|0.135854|20.3985|SN|POSSIBLE|GALEXMSCJ142416.84+374012.4|r|NED|2020-01-25|||216.06717348223856|1142416131374009400|1142416131374009400_58873.622_101952525_146_target|1142416131374009400_58873.622_101952525_146_ref|1142416131374009400_58873.622_101952525_146_diff|58873.6226845697
10AYSEaro|||34.80389942906295|0.117343|20.6475|ORPHAN|POSSIBLE||r||2020-01-25|||209.88225831437975|1135931741344814000|1135931741344814000_58873.618_101952154_122_target|1135931741344814000_58873.618_101952154_122_ref|1135931741344814000_58873.618_101952154_122_diff|58873.6180919194
10AYSEarl|||33.89673562135072|0.080549|19.7308|ORPHAN|POSSIBLE||r||2020-01-25|||204.50116950467194|1133800271335348200|1133800271335348200_58873.617_101952022_11_target|1133800271335348200_58873.617_101952022_11_ref|1133800271335348200_58873.617_101952022_11_diff|58873.6171840048
10AYSEari|||35.19031701921162|0.0674333|19.8718|ORPHAN|POSSIBLE||r||2020-01-25|||209.46796587749304|1135752311351125100|1135752311351125100_58873.618_101952160_125_target|1135752311351125100_58873.618_101952160_125_ref|1135752311351125100_58873.618_101952160_125_diff|58873.6180919194
10AYSEars|||41.902138920280564|0.0951494|20.322|ORPHAN|POSSIBLE||r||2020-01-25|||216.21651634271157|1142451941415407700|1142451941415407700_58873.623_101952602_140_target|1142451941415407700_58873.623_101952602_140_ref|1142451941415407700_58873.623_101952602_140_diff|58873.6231178264
10AYSEapv|PS20ic||-6.712211715964668|0.0974877|20.5438|ORPHAN|GOOD||i||2020-01-24||2020aqz|133.11990478197333|1085228770064243900|1085228770064243900_58872.427_101886611_848_target|1085228770064243900_58872.427_101886611_848_ref|1085228770064243900_58872.427_101886611_848_diff|58872.4278828477
10AYSEaqa|PS20id||-11.824693966686064|0.16701|20.7936|UNCLEAR|GOOD|S53F000901|i|GSC v2.3|2020-01-24||2020ara|150.9172114043802|1100340110114928900|1100340110114928900_58872.436_101887595_295_target|1100340110114928900_58872.436_101887595_295_ref|1100340110114928900_58872.436_101887595_295_diff|58875.4621295311
10AYSEaps|PS20dz|797.995|0.41769594696292894|0.177955|20.4613|NT|GOOD|GAMAJ091933.26+002503.8/123764|i|GLADE/SDSS|2020-01-24|0.165613642807||139.88872176459105|1091933301002503600|1091933301002503600_58872.430_101886907_262_target|1091933301002503600_58872.430_101886907_262_ref|1091933301002503600_58872.430_101886907_262_diff|58872.4300608038
10AYSEaox|PS20ib|172.202|-4.2190959089424585|0.134956|19.8526|NT|GOOD|1061222/03284836-0413083|g|GLADE/2MASS|2020-01-24|0.038479|2020aqw|52.201500447503676|1032848360041308700|1032848360041308700_58872.285_101872132_88_target|1032848360041308700_58872.285_101872132_88_ref|1032848360041308700_58872.285_101872132_88_diff|58872.2858131067
10AYSEaqo|PS20ig|689.618|-3.762330476670106|0.161905|20.7937|NT|GOOD|03213193-0345447/03213195-0345|r|GLADE/2MASS|2020-01-24|0.145028|2020ard|50.3829396225233|1032131890034544400|1032131890034544400_58872.287_101872374_168_target|1032131890034544400_58872.287_101872374_168_ref|1032131890034544400_58872.287_101872374_168_diff|58872.2876639398
10AYSEaqp|PS20ih|3633.676927|12.456648124842337|0.263793|20.539|SN|GOOD|1237661817097027803|i|SDSS DR12 PhotoObjAll Table|2020-01-24||2020are|192.25348966894975|1124900841122723800|1124900841122723800_58872.605_101901740_189_target|1124900841122723800_58872.605_101901740_189_ref|1124900841122723800_58872.605_101901740_189_diff|58875.5832093997
10AYSEaov|PS20ia|149.46|-1.90596370963945|0.100961|19.5794|NT|GOOD|145471/03175974-0154217/2MASXJ|r|GLADE/2MASS/NED|2020-01-24|0.027389|2019aaaj|49.49883751440981|1031759710015421700|1031759710015421700_58872.288_101872387_113_target|1031759710015421700_58872.288_101872387_113_ref|1031759710015421700_58872.288_101872387_113_diff|58872.2881224728
10AYSEaqh|PS20if||-3.327265885009473|0.168664|21.1889|UNCLEAR|GOOD|S1S5002449|r|GSC v2.3|2020-01-24||2020arc|48.80521449095028|1031513250031937900|1031513250031937900_58872.287_101872364_221_target|1031513250031937900_58872.287_101872364_221_ref|1031513250031937900_58872.287_101872364_221_diff|58872.2876639398
10AYSEaqf|PS20ie|342.316|-1.9018120132488434|0.227394|20.8404|NT|GOOD|03295210-0154068/03295208-0154|r|GLADE/2MASS|2020-01-24|0.075494|2020arb|52.466835624630626|1032952020015406600|1032952020015406600_58872.288_101872501_208_target|1032952020015406600_58872.288_101872501_208_ref|1032952020015406600_58872.288_101872501_208_diff|58872.288993003
10AYSEaqm|||-2.3197301875178535|0.129455|20.6586|UNCLEAR|POSSIBLE|S1TI003439/3261405028493974656|r|GSC/GAIA/PS1|2020-01-24|||52.25700802843439|1032901680021910900|1032901680021910900_58872.288_101872495_254_target|1032901680021910900_58872.288_101872495_254_ref|1032901680021910900_58872.288_101872495_254_diff|58872.2889930029
10AYSEaqn|||-4.541737115974567|0.111436|20.7778|UNCLEAR|POSSIBLE|S1TR000527|r|GSC v2.3|2020-01-24|||52.066927237879106|1032816050043230200|1032816050043230200_58872.288_101872453_235_target|1032816050043230200_58872.288_101872453_235_ref|1032816050043230200_58872.288_101872453_235_diff|58872.2885626791
10AYSEapl|||-9.715980229932855|0.166121|20.5609|SN|POSSIBLE|GALEXASCJ095142.62-094258.2/10|r|NED/PS1/GSC|2020-01-24|||147.92741961112586|1095142570094257600|1095142570094257600_58872.435_101887539_64_target|1095142570094257600_58872.435_101887539_64_ref|1095142570094257600_58872.435_101887539_64_diff|58872.4356282772
10AYSEaph|||-11.609176001294252|0.257713|20.3244|SN|POSSIBLE|GALEXASCJ100212.03-113632.8/S5|g|NED/GSC|2020-01-24|||150.5498857957712|1100211950113633100|1100211950113633100_58872.436_101887596_285_target|1100211950113633100_58872.436_101887596_285_ref|1100211950113633100_58872.436_101887596_285_diff|58875.4593967334
10AYSEapw|||-8.312453720851366|0.139437|20.7375|ORPHAN|POSSIBLE||r||2020-01-24|||147.61166850277425|1095026790081844900|1095026790081844900_58872.435_101887535_278_target|1095026790081844900_58872.435_101887535_278_ref|1095026790081844900_58872.435_101887535_278_diff|58872.4356282772
10AYSEapu|||-6.125727080660029|0.104374|20.1684|UNCLEAR|POSSIBLE|S4YG009785/1091729321006073266|i|GSC/PS1|2020-01-24|||139.37223646896885|1091729330060732600|1091729330060732600_58872.429_101886970_329_target|1091729330060732600_58872.429_101886970_329_ref|1091729330060732600_58872.429_101886970_329_diff|58872.4296265505
10AYSEaqk|||-2.310082892948378|0.228713|21.4036|ORPHAN|POSSIBLE||r||2020-01-24|||48.52298341800642|1031405500021836200|1031405500021836200_58872.288_101872385_349_target|1031405500021836200_58872.288_101872385_349_ref|1031405500021836200_58872.288_101872385_349_diff|58872.2881224728
10AYSEaow||139.569|-2.1203232388578055|0.180421|19.9059|NT|POSSIBLE|1101205/03391603-0207131|g|GLADE/2MASS|2020-01-24|0.030264||54.816592298240465|1033915970020713000|1033915970020713000_58872.287_101872276_141_target|1033915970020713000_58872.287_101872276_141_ref|1033915970020713000_58872.287_101872276_141_diff|58872.28711654
10AYSEaqi|||-4.715629289391673|0.13634|20.8313|UNCLEAR|POSSIBLE|S1TN003668/5182157833973985280|r|GSC/GAIA|2020-01-24|||50.22026640139994|1032052860044256100|1032052860044256100_58872.287_101872338_212_target|1032052860044256100_58872.287_101872338_212_ref|1032052860044256100_58872.287_101872338_212_diff|58872.2876639398
10AYSEamz|||-4.163169710356647|0.0888118|20.108|ORPHAN|POSSIBLE||r||2020-01-24|||49.16301616433995|1031639120040947300|1031639120040947300_58872.287_101872348_194_target|1031639120040947300_58872.287_101872348_194_ref|1031639120040947300_58872.287_101872348_194_diff|58872.2876639398
10AYSEamv|||-4.02281923778442|0.121486|20.6862|ORPHAN|POSSIBLE||r||2020-01-24|||49.06812357618726|1031616360040122100|1031616360040122100_58872.287_101872348_206_target|1031616360040122100_58872.287_101872348_206_ref|1031616360040122100_58872.287_101872348_206_diff|58872.2876639398
10AYSEaqj|||-5.493241980531273|0.131348|20.9732|ORPHAN|POSSIBLE||r||2020-01-24|||49.97248838238943|1031953400052935700|1031953400052935700_58872.287_101872327_302_target|1031953400052935700_58872.287_101872327_302_ref|1031953400052935700_58872.287_101872327_302_diff|58872.2876639397
10AYSEamu|||-3.984568226439849|0.134757|21.1133|ORPHAN|POSSIBLE||r||2020-01-24|||49.02920000471636|1031607000035904300|1031607000035904300_58872.287_101872357_237_target|1031607000035904300_58872.287_101872357_237_ref|1031607000035904300_58872.287_101872357_237_diff|58872.2876639398
10AYSEaql|||-3.9808902205431265|0.141555|21.1905|ORPHAN|POSSIBLE||r||2020-01-24|||52.50309429081976|1033000730035851200|1033000730035851200_58872.288_101872468_368_target|1033000730035851200_58872.288_101872468_368_ref|1033000730035851200_58872.288_101872468_368_diff|58872.2885626791
10AYSEamt|||-2.44668417876541|0.134164|20.7653|ORPHAN|POSSIBLE||r||2020-01-24|||52.439142644099064|1032945390022648000|1032945390022648000_58872.288_101872489_110_target|1032945390022648000_58872.288_101872489_110_ref|1032945390022648000_58872.288_101872489_110_diff|58872.2889930029
10AYSEamw||2215.40436|-0.2765210829789482|0.134239|20.9644|SN|POSSIBLE|1237660240314434162|r|SDSS DR12 PhotoObjAll Table|2020-01-24|||51.7692535801486|1032704620001635300|1032704620001635300_58872.288_101872532_247_target|1032704620001635300_58872.288_101872532_247_ref|1032704620001635300_58872.288_101872532_247_diff|58872.2889930029
10AYSEanb|||-0.45329759144536713|0.109662|20.9056|ORPHAN|POSSIBLE||r||2020-01-24|||48.7687987826032|1031504510002711800|1031504510002711800_58872.288_101872406_221_target|1031504510002711800_58872.288_101872406_221_ref|1031504510002711800_58872.288_101872406_221_diff|58872.2881224728
10AYSEamx|||-2.2479403500190456|0.0733305|20.1713|ORPHAN|POSSIBLE||r||2020-01-24|||49.86829180713834|1031928380021452500|1031928380021452500_58872.288_101872382_187_target|1031928380021452500_58872.288_101872382_187_ref|1031928380021452500_58872.288_101872382_187_diff|58872.2881224728
10AYSEaqg||1270.57|-1.105672830213058|0.126564|20.5984|SN|POSSIBLE|SDSSJ031644.43-010559.6|r|GLADE|2020-01-24|0.250588925294||49.183101739941776|1031643940010620400|1031643940010620400_58872.288_101872399_218_target|1031643940010620400_58872.288_101872399_218_ref|1031643940010620400_58872.288_101872399_218_diff|58872.2881224728
10AYSEams|||-1.032986884163771|0.102425|20.5598|ORPHAN|POSSIBLE||r||2020-01-24|||55.32235990098958|1034117370010158600|1034117370010158600_58872.289_101872707_262_target|1034117370010158600_58872.289_101872707_262_ref|1034117370010158600_58872.289_101872707_262_diff|58872.2898737537
10AYSEana|||-1.1304103246864954|0.108608|20.4394|ORPHAN|POSSIBLE||r||2020-01-24|||55.37264211365715|1034129440010749300|1034129440010749300_58872.289_101872707_304_target|1034129440010749300_58872.289_101872707_304_ref|1034129440010749300_58872.289_101872707_304_diff|58872.2898737537
